degrees,radius,position_y,image_id,orientation,contrast,filename,phase,position_x,spatial_frequency,image_file_name
12,0.16666666666666666,-2.5,59,45.0,1,59.png,180.0,-0.75,3,dicarlo.Marques2020_receptive_field_000700000101.png
12,0.16666666666666666,-2.5,60,90.0,1,60.png,0.0,-0.75,3,dicarlo.Marques2020_receptive_field_000700000200.png
12,0.16666666666666666,-2.5,61,90.0,1,61.png,180.0,-0.75,3,dicarlo.Marques2020_receptive_field_000700000201.png
12,0.16666666666666666,-2.5,62,135.0,1,62.png,0.0,-0.75,3,dicarlo.Marques2020_receptive_field_000700000300.png
12,0.16666666666666666,-2.5,63,135.0,1,63.png,180.0,-0.75,3,dicarlo.Marques2020_receptive_field_000700000301.png
12,0.16666666666666666,-2.5,64,0.0,1,64.png,0.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000000.png
12,0.16666666666666666,-2.5,65,0.0,1,65.png,180.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000001.png
12,0.16666666666666666,-2.5,66,45.0,1,66.png,0.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000100.png
12,0.16666666666666666,-2.5,67,45.0,1,67.png,180.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000101.png
12,0.16666666666666666,-2.5,68,90.0,1,68.png,0.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000200.png
12,0.16666666666666666,-2.5,69,90.0,1,69.png,180.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000201.png
12,0.16666666666666666,-2.5,70,135.0,1,70.png,0.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000300.png
12,0.16666666666666666,-2.5,71,135.0,1,71.png,180.0,-0.5,3,dicarlo.Marques2020_receptive_field_000800000301.png
12,0.16666666666666666,-2.5,72,0.0,1,72.png,0.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000000.png
12,0.16666666666666666,-2.5,73,0.0,1,73.png,180.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000001.png
12,0.16666666666666666,-2.5,74,45.0,1,74.png,0.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000100.png
12,0.16666666666666666,-2.5,75,45.0,1,75.png,180.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000101.png
12,0.16666666666666666,-2.5,76,90.0,1,76.png,0.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000200.png
12,0.16666666666666666,-2.5,77,90.0,1,77.png,180.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000201.png
12,0.16666666666666666,-2.5,78,135.0,1,78.png,0.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000300.png
12,0.16666666666666666,-2.5,79,135.0,1,79.png,180.0,-0.25,3,dicarlo.Marques2020_receptive_field_000900000301.png
12,0.16666666666666666,-2.5,80,0.0,1,80.png,0.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000000.png
12,0.16666666666666666,-2.5,81,0.0,1,81.png,180.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000001.png
12,0.16666666666666666,-2.5,82,45.0,1,82.png,0.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000100.png
12,0.16666666666666666,-2.5,83,45.0,1,83.png,180.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000101.png
12,0.16666666666666666,-2.5,84,90.0,1,84.png,0.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000200.png
12,0.16666666666666666,-2.5,85,90.0,1,85.png,180.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000201.png
12,0.16666666666666666,-2.5,86,135.0,1,86.png,0.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000300.png
12,0.16666666666666666,-2.5,87,135.0,1,87.png,180.0,0.0,3,dicarlo.Marques2020_receptive_field_001000000301.png
12,0.16666666666666666,-2.5,88,0.0,1,88.png,0.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000000.png
12,0.16666666666666666,-2.5,89,0.0,1,89.png,180.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000001.png
12,0.16666666666666666,-2.5,90,45.0,1,90.png,0.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000100.png
12,0.16666666666666666,-2.5,91,45.0,1,91.png,180.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000101.png
12,0.16666666666666666,-2.5,92,90.0,1,92.png,0.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000200.png
12,0.16666666666666666,-2.5,93,90.0,1,93.png,180.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000201.png
12,0.16666666666666666,-2.5,94,135.0,1,94.png,0.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000300.png
12,0.16666666666666666,-2.5,95,135.0,1,95.png,180.0,0.25,3,dicarlo.Marques2020_receptive_field_001100000301.png
12,0.16666666666666666,-2.5,96,0.0,1,96.png,0.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000000.png
12,0.16666666666666666,-2.5,97,0.0,1,97.png,180.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000001.png
12,0.16666666666666666,-2.5,98,45.0,1,98.png,0.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000100.png
12,0.16666666666666666,-2.5,99,45.0,1,99.png,180.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000101.png
12,0.16666666666666666,-2.5,100,90.0,1,100.png,0.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000200.png
12,0.16666666666666666,-2.5,101,90.0,1,101.png,180.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000201.png
12,0.16666666666666666,-2.5,102,135.0,1,102.png,0.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000300.png
12,0.16666666666666666,-2.5,103,135.0,1,103.png,180.0,0.5,3,dicarlo.Marques2020_receptive_field_001200000301.png
12,0.16666666666666666,-2.5,104,0.0,1,104.png,0.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000000.png
12,0.16666666666666666,-2.5,105,0.0,1,105.png,180.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000001.png
12,0.16666666666666666,-2.5,106,45.0,1,106.png,0.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000100.png
12,0.16666666666666666,-2.5,107,45.0,1,107.png,180.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000101.png
12,0.16666666666666666,-2.5,108,90.0,1,108.png,0.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000200.png
12,0.16666666666666666,-2.5,109,90.0,1,109.png,180.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000201.png
12,0.16666666666666666,-2.5,110,135.0,1,110.png,0.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000300.png
12,0.16666666666666666,-2.5,111,135.0,1,111.png,180.0,0.75,3,dicarlo.Marques2020_receptive_field_001300000301.png
12,0.16666666666666666,-2.5,112,0.0,1,112.png,0.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000000.png
12,0.16666666666666666,-2.5,113,0.0,1,113.png,180.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000001.png
12,0.16666666666666666,-2.5,114,45.0,1,114.png,0.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000100.png
12,0.16666666666666666,-2.5,115,45.0,1,115.png,180.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000101.png
12,0.16666666666666666,-2.5,116,90.0,1,116.png,0.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000200.png
12,0.16666666666666666,-2.5,117,90.0,1,117.png,180.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000201.png
12,0.16666666666666666,-2.5,118,135.0,1,118.png,0.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000300.png
12,0.16666666666666666,-2.5,119,135.0,1,119.png,180.0,1.0,3,dicarlo.Marques2020_receptive_field_001400000301.png
12,0.16666666666666666,-2.5,120,0.0,1,120.png,0.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000000.png
12,0.16666666666666666,-2.5,121,0.0,1,121.png,180.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000001.png
12,0.16666666666666666,-2.5,122,45.0,1,122.png,0.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000100.png
12,0.16666666666666666,-2.5,123,45.0,1,123.png,180.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000101.png
12,0.16666666666666666,-2.5,124,90.0,1,124.png,0.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000200.png
12,0.16666666666666666,-2.5,125,90.0,1,125.png,180.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000201.png
12,0.16666666666666666,-2.5,126,135.0,1,126.png,0.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000300.png
12,0.16666666666666666,-2.5,127,135.0,1,127.png,180.0,1.25,3,dicarlo.Marques2020_receptive_field_001500000301.png
12,0.16666666666666666,-2.5,128,0.0,1,128.png,0.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000000.png
12,0.16666666666666666,-2.5,129,0.0,1,129.png,180.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000001.png
12,0.16666666666666666,-2.5,130,45.0,1,130.png,0.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000100.png
12,0.16666666666666666,-2.5,131,45.0,1,131.png,180.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000101.png
12,0.16666666666666666,-2.5,132,90.0,1,132.png,0.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000200.png
12,0.16666666666666666,-2.5,133,90.0,1,133.png,180.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000201.png
12,0.16666666666666666,-2.5,134,135.0,1,134.png,0.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000300.png
12,0.16666666666666666,-2.5,135,135.0,1,135.png,180.0,1.5,3,dicarlo.Marques2020_receptive_field_001600000301.png
12,0.16666666666666666,-2.5,136,0.0,1,136.png,0.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000000.png
12,0.16666666666666666,-2.5,137,0.0,1,137.png,180.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000001.png
12,0.16666666666666666,-2.5,138,45.0,1,138.png,0.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000100.png
12,0.16666666666666666,-2.5,139,45.0,1,139.png,180.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000101.png
12,0.16666666666666666,-2.5,140,90.0,1,140.png,0.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000200.png
12,0.16666666666666666,-2.5,141,90.0,1,141.png,180.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000201.png
12,0.16666666666666666,-2.5,142,135.0,1,142.png,0.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000300.png
12,0.16666666666666666,-2.5,143,135.0,1,143.png,180.0,1.75,3,dicarlo.Marques2020_receptive_field_001700000301.png
12,0.16666666666666666,-2.5,144,0.0,1,144.png,0.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000000.png
12,0.16666666666666666,-2.5,145,0.0,1,145.png,180.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000001.png
12,0.16666666666666666,-2.5,146,45.0,1,146.png,0.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000100.png
12,0.16666666666666666,-2.5,147,45.0,1,147.png,180.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000101.png
12,0.16666666666666666,-2.5,148,90.0,1,148.png,0.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000200.png
12,0.16666666666666666,-2.5,149,90.0,1,149.png,180.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000201.png
12,0.16666666666666666,-2.5,150,135.0,1,150.png,0.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000300.png
12,0.16666666666666666,-2.5,151,135.0,1,151.png,180.0,2.0,3,dicarlo.Marques2020_receptive_field_001800000301.png
12,0.16666666666666666,-2.5,152,0.0,1,152.png,0.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000000.png
12,0.16666666666666666,-2.5,153,0.0,1,153.png,180.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000001.png
12,0.16666666666666666,-2.5,154,45.0,1,154.png,0.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000100.png
12,0.16666666666666666,-2.5,155,45.0,1,155.png,180.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000101.png
12,0.16666666666666666,-2.5,156,90.0,1,156.png,0.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000200.png
12,0.16666666666666666,-2.5,157,90.0,1,157.png,180.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000201.png
12,0.16666666666666666,-2.5,158,135.0,1,158.png,0.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000300.png
12,0.16666666666666666,-2.5,159,135.0,1,159.png,180.0,2.25,3,dicarlo.Marques2020_receptive_field_001900000301.png
12,0.16666666666666666,-2.5,160,0.0,1,160.png,0.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000000.png
12,0.16666666666666666,-2.5,161,0.0,1,161.png,180.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000001.png
12,0.16666666666666666,-2.5,162,45.0,1,162.png,0.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000100.png
12,0.16666666666666666,-2.5,163,45.0,1,163.png,180.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000101.png
12,0.16666666666666666,-2.5,164,90.0,1,164.png,0.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000200.png
12,0.16666666666666666,-2.5,165,90.0,1,165.png,180.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000201.png
12,0.16666666666666666,-2.5,166,135.0,1,166.png,0.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000300.png
12,0.16666666666666666,-2.5,167,135.0,1,167.png,180.0,2.5,3,dicarlo.Marques2020_receptive_field_002000000301.png
12,0.16666666666666666,-2.25,168,0.0,1,168.png,0.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000000.png
12,0.16666666666666666,-2.25,169,0.0,1,169.png,180.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000001.png
12,0.16666666666666666,-2.25,170,45.0,1,170.png,0.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000100.png
12,0.16666666666666666,-2.25,171,45.0,1,171.png,180.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000101.png
12,0.16666666666666666,-2.25,172,90.0,1,172.png,0.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000200.png
12,0.16666666666666666,-2.25,173,90.0,1,173.png,180.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000201.png
12,0.16666666666666666,-2.25,174,135.0,1,174.png,0.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000300.png
12,0.16666666666666666,-2.25,175,135.0,1,175.png,180.0,-2.5,3,dicarlo.Marques2020_receptive_field_010000000301.png
12,0.16666666666666666,-2.25,176,0.0,1,176.png,0.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000000.png
12,0.16666666666666666,-2.25,177,0.0,1,177.png,180.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000001.png
12,0.16666666666666666,-2.25,178,45.0,1,178.png,0.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000100.png
12,0.16666666666666666,-2.25,179,45.0,1,179.png,180.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000101.png
12,0.16666666666666666,-2.25,180,90.0,1,180.png,0.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000200.png
12,0.16666666666666666,-2.25,181,90.0,1,181.png,180.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000201.png
12,0.16666666666666666,-2.25,182,135.0,1,182.png,0.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000300.png
12,0.16666666666666666,-2.25,183,135.0,1,183.png,180.0,-2.25,3,dicarlo.Marques2020_receptive_field_010100000301.png
12,0.16666666666666666,-2.25,184,0.0,1,184.png,0.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000000.png
12,0.16666666666666666,-2.25,185,0.0,1,185.png,180.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000001.png
12,0.16666666666666666,-2.25,186,45.0,1,186.png,0.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000100.png
12,0.16666666666666666,-2.25,187,45.0,1,187.png,180.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000101.png
12,0.16666666666666666,-2.25,188,90.0,1,188.png,0.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000200.png
12,0.16666666666666666,-2.25,189,90.0,1,189.png,180.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000201.png
12,0.16666666666666666,-2.25,190,135.0,1,190.png,0.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000300.png
12,0.16666666666666666,-2.25,191,135.0,1,191.png,180.0,-2.0,3,dicarlo.Marques2020_receptive_field_010200000301.png
12,0.16666666666666666,-2.25,192,0.0,1,192.png,0.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000000.png
12,0.16666666666666666,-2.25,193,0.0,1,193.png,180.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000001.png
12,0.16666666666666666,-2.25,194,45.0,1,194.png,0.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000100.png
12,0.16666666666666666,-2.25,195,45.0,1,195.png,180.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000101.png
12,0.16666666666666666,-2.25,196,90.0,1,196.png,0.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000200.png
12,0.16666666666666666,-2.25,197,90.0,1,197.png,180.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000201.png
12,0.16666666666666666,-2.25,198,135.0,1,198.png,0.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000300.png
12,0.16666666666666666,-2.25,199,135.0,1,199.png,180.0,-1.75,3,dicarlo.Marques2020_receptive_field_010300000301.png
12,0.16666666666666666,-2.25,200,0.0,1,200.png,0.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000000.png
12,0.16666666666666666,-2.25,201,0.0,1,201.png,180.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000001.png
12,0.16666666666666666,-2.25,202,45.0,1,202.png,0.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000100.png
12,0.16666666666666666,-2.25,203,45.0,1,203.png,180.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000101.png
12,0.16666666666666666,-2.25,204,90.0,1,204.png,0.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000200.png
12,0.16666666666666666,-2.25,205,90.0,1,205.png,180.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000201.png
12,0.16666666666666666,-2.25,206,135.0,1,206.png,0.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000300.png
12,0.16666666666666666,-2.25,207,135.0,1,207.png,180.0,-1.5,3,dicarlo.Marques2020_receptive_field_010400000301.png
12,0.16666666666666666,-2.25,208,0.0,1,208.png,0.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000000.png
12,0.16666666666666666,-2.25,209,0.0,1,209.png,180.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000001.png
12,0.16666666666666666,-2.25,210,45.0,1,210.png,0.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000100.png
12,0.16666666666666666,-2.25,211,45.0,1,211.png,180.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000101.png
12,0.16666666666666666,-2.25,212,90.0,1,212.png,0.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000200.png
12,0.16666666666666666,-2.25,213,90.0,1,213.png,180.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000201.png
12,0.16666666666666666,-2.25,214,135.0,1,214.png,0.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000300.png
12,0.16666666666666666,-2.25,215,135.0,1,215.png,180.0,-1.25,3,dicarlo.Marques2020_receptive_field_010500000301.png
12,0.16666666666666666,-2.25,216,0.0,1,216.png,0.0,-1.0,3,dicarlo.Marques2020_receptive_field_010600000000.png
12,0.16666666666666666,-2.25,217,0.0,1,217.png,180.0,-1.0,3,dicarlo.Marques2020_receptive_field_010600000001.png
