degrees,radius,position_y,image_id,orientation,contrast,filename,phase,position_x,spatial_frequency,image_file_name
12,0.14865088937534013,0.5,147,0.0,1,147.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000003.png
12,0.14865088937534013,0.5,148,0.0,1,148.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000004.png
12,0.14865088937534013,0.5,149,0.0,1,149.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000005.png
12,0.14865088937534013,0.5,150,0.0,1,150.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000006.png
12,0.14865088937534013,0.5,151,0.0,1,151.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000007.png
12,0.14865088937534013,0.5,152,30.0,1,152.png,0.0,0.5,1,dicarlo.Marques2020_size_000001000100.png
12,0.14865088937534013,0.5,153,30.0,1,153.png,45.0,0.5,1,dicarlo.Marques2020_size_000001000101.png
12,0.14865088937534013,0.5,154,30.0,1,154.png,90.0,0.5,1,dicarlo.Marques2020_size_000001000102.png
12,0.14865088937534013,0.5,155,30.0,1,155.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000103.png
12,0.14865088937534013,0.5,156,30.0,1,156.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000104.png
12,0.14865088937534013,0.5,157,30.0,1,157.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000105.png
12,0.14865088937534013,0.5,158,30.0,1,158.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000106.png
12,0.14865088937534013,0.5,159,30.0,1,159.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000107.png
12,0.14865088937534013,0.5,160,60.0,1,160.png,0.0,0.5,1,dicarlo.Marques2020_size_000001000200.png
12,0.14865088937534013,0.5,161,60.0,1,161.png,45.0,0.5,1,dicarlo.Marques2020_size_000001000201.png
12,0.14865088937534013,0.5,162,60.0,1,162.png,90.0,0.5,1,dicarlo.Marques2020_size_000001000202.png
12,0.14865088937534013,0.5,163,60.0,1,163.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000203.png
12,0.14865088937534013,0.5,164,60.0,1,164.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000204.png
12,0.14865088937534013,0.5,165,60.0,1,165.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000205.png
12,0.14865088937534013,0.5,166,60.0,1,166.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000206.png
12,0.14865088937534013,0.5,167,60.0,1,167.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000207.png
12,0.14865088937534013,0.5,168,90.0,1,168.png,0.0,0.5,1,dicarlo.Marques2020_size_000001000300.png
12,0.14865088937534013,0.5,169,90.0,1,169.png,45.0,0.5,1,dicarlo.Marques2020_size_000001000301.png
12,0.14865088937534013,0.5,170,90.0,1,170.png,90.0,0.5,1,dicarlo.Marques2020_size_000001000302.png
12,0.14865088937534013,0.5,171,90.0,1,171.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000303.png
12,0.14865088937534013,0.5,172,90.0,1,172.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000304.png
12,0.14865088937534013,0.5,173,90.0,1,173.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000305.png
12,0.14865088937534013,0.5,174,90.0,1,174.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000306.png
12,0.14865088937534013,0.5,175,90.0,1,175.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000307.png
12,0.14865088937534013,0.5,176,120.0,1,176.png,0.0,0.5,1,dicarlo.Marques2020_size_000001000400.png
12,0.14865088937534013,0.5,177,120.0,1,177.png,45.0,0.5,1,dicarlo.Marques2020_size_000001000401.png
12,0.14865088937534013,0.5,178,120.0,1,178.png,90.0,0.5,1,dicarlo.Marques2020_size_000001000402.png
12,0.14865088937534013,0.5,179,120.0,1,179.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000403.png
12,0.14865088937534013,0.5,180,120.0,1,180.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000404.png
12,0.14865088937534013,0.5,181,120.0,1,181.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000405.png
12,0.14865088937534013,0.5,182,120.0,1,182.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000406.png
12,0.14865088937534013,0.5,183,120.0,1,183.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000407.png
12,0.14865088937534013,0.5,184,150.0,1,184.png,0.0,0.5,1,dicarlo.Marques2020_size_000001000500.png
12,0.14865088937534013,0.5,185,150.0,1,185.png,45.0,0.5,1,dicarlo.Marques2020_size_000001000501.png
12,0.14865088937534013,0.5,186,150.0,1,186.png,90.0,0.5,1,dicarlo.Marques2020_size_000001000502.png
12,0.14865088937534013,0.5,187,150.0,1,187.png,135.0,0.5,1,dicarlo.Marques2020_size_000001000503.png
12,0.14865088937534013,0.5,188,150.0,1,188.png,180.0,0.5,1,dicarlo.Marques2020_size_000001000504.png
12,0.14865088937534013,0.5,189,150.0,1,189.png,225.0,0.5,1,dicarlo.Marques2020_size_000001000505.png
12,0.14865088937534013,0.5,190,150.0,1,190.png,270.0,0.5,1,dicarlo.Marques2020_size_000001000506.png
12,0.14865088937534013,0.5,191,150.0,1,191.png,315.0,0.5,1,dicarlo.Marques2020_size_000001000507.png
12,0.14865088937534013,0.5,192,0.0,1,192.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010000.png
12,0.14865088937534013,0.5,193,0.0,1,193.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010001.png
12,0.14865088937534013,0.5,194,0.0,1,194.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010002.png
12,0.14865088937534013,0.5,195,0.0,1,195.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010003.png
12,0.14865088937534013,0.5,196,0.0,1,196.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010004.png
12,0.14865088937534013,0.5,197,0.0,1,197.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010005.png
12,0.14865088937534013,0.5,198,0.0,1,198.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010006.png
12,0.14865088937534013,0.5,199,0.0,1,199.png,315.0,0.5,2,dicarlo.Marques2020_size_000001010007.png
12,0.14865088937534013,0.5,200,30.0,1,200.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010100.png
12,0.14865088937534013,0.5,201,30.0,1,201.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010101.png
12,0.14865088937534013,0.5,202,30.0,1,202.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010102.png
12,0.14865088937534013,0.5,203,30.0,1,203.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010103.png
12,0.14865088937534013,0.5,204,30.0,1,204.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010104.png
12,0.14865088937534013,0.5,205,30.0,1,205.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010105.png
12,0.14865088937534013,0.5,206,30.0,1,206.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010106.png
12,0.14865088937534013,0.5,207,30.0,1,207.png,315.0,0.5,2,dicarlo.Marques2020_size_000001010107.png
12,0.14865088937534013,0.5,208,60.0,1,208.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010200.png
12,0.14865088937534013,0.5,209,60.0,1,209.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010201.png
12,0.14865088937534013,0.5,210,60.0,1,210.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010202.png
12,0.14865088937534013,0.5,211,60.0,1,211.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010203.png
12,0.14865088937534013,0.5,212,60.0,1,212.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010204.png
12,0.14865088937534013,0.5,213,60.0,1,213.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010205.png
12,0.14865088937534013,0.5,214,60.0,1,214.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010206.png
12,0.14865088937534013,0.5,215,60.0,1,215.png,315.0,0.5,2,dicarlo.Marques2020_size_000001010207.png
12,0.14865088937534013,0.5,216,90.0,1,216.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010300.png
12,0.14865088937534013,0.5,217,90.0,1,217.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010301.png
12,0.14865088937534013,0.5,218,90.0,1,218.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010302.png
12,0.14865088937534013,0.5,219,90.0,1,219.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010303.png
12,0.14865088937534013,0.5,220,90.0,1,220.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010304.png
12,0.14865088937534013,0.5,221,90.0,1,221.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010305.png
12,0.14865088937534013,0.5,222,90.0,1,222.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010306.png
12,0.14865088937534013,0.5,223,90.0,1,223.png,315.0,0.5,2,dicarlo.Marques2020_size_000001010307.png
12,0.14865088937534013,0.5,224,120.0,1,224.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010400.png
12,0.14865088937534013,0.5,225,120.0,1,225.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010401.png
12,0.14865088937534013,0.5,226,120.0,1,226.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010402.png
12,0.14865088937534013,0.5,227,120.0,1,227.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010403.png
12,0.14865088937534013,0.5,228,120.0,1,228.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010404.png
12,0.14865088937534013,0.5,229,120.0,1,229.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010405.png
12,0.14865088937534013,0.5,230,120.0,1,230.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010406.png
12,0.14865088937534013,0.5,231,120.0,1,231.png,315.0,0.5,2,dicarlo.Marques2020_size_000001010407.png
12,0.14865088937534013,0.5,232,150.0,1,232.png,0.0,0.5,2,dicarlo.Marques2020_size_000001010500.png
12,0.14865088937534013,0.5,233,150.0,1,233.png,45.0,0.5,2,dicarlo.Marques2020_size_000001010501.png
12,0.14865088937534013,0.5,234,150.0,1,234.png,90.0,0.5,2,dicarlo.Marques2020_size_000001010502.png
12,0.14865088937534013,0.5,235,150.0,1,235.png,135.0,0.5,2,dicarlo.Marques2020_size_000001010503.png
12,0.14865088937534013,0.5,236,150.0,1,236.png,180.0,0.5,2,dicarlo.Marques2020_size_000001010504.png
12,0.14865088937534013,0.5,237,150.0,1,237.png,225.0,0.5,2,dicarlo.Marques2020_size_000001010505.png
12,0.14865088937534013,0.5,238,150.0,1,238.png,270.0,0.5,2,dicarlo.Marques2020_size_000001010506.png
